epoch,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1
1,0.17335304257273673,0.5417282580398023,0.96449821499405,0.8983034680114342,0.9074640160020887,0.9005939838453944
2,0.08466010370850563,0.2645628240890801,0.9781832606108687,0.9277329167564398,0.931435576470126,0.9294533589321959
3,0.07020331879518926,0.21938537123496643,0.9813566045220151,0.9298372905966595,0.9366455931512047,0.9325651778924348
4,0.057796959079802035,0.18061549712438135,0.9684648948829829,0.9068521833953085,0.9255882098546019,0.9142031585450107
5,0.05002127627655864,0.15631648836424575,0.978579928599762,0.9407808521912845,0.9065784368283712,0.9212937148344968
6,0.03797566927876323,0.11867396649613511,0.9702499008330028,0.9062077368541632,0.9240526721682135,0.9139612732154764
7,0.027807161099277437,0.08689737843524199,0.9744149147163824,0.9183458145242581,0.9289202777216755,0.9233643564591066
8,0.024370949853677302,0.07615921829274157,0.9771915906386355,0.9439293199199236,0.8912661331640678,0.9128087474900037
9,0.029731674903072415,0.0929114840721013,0.9732249107497025,0.9336819027506603,0.8912018658835331,0.91037391190553
10,0.024994520694948733,0.07810787717171479,0.9756049186830623,0.9283610153110727,0.9157251049852735,0.9211570087028719
